,Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Correspondence Address,Document Type,Source
1863,Santos M.P.; Paredes M.L.L.; Lima E.R.A.,58246798200; 7006957860; 26540760700,Effect of temperature on the appearance of flocculated asphaltene in an unperturbed unstable American shale oil: Insights from a colloidal modeling,2023,Colloids and Surfaces A: Physicochemical and Engineering Aspects,0.0,10.1016/j.colsurfa.2023.132467,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173821814&doi=10.1016%2fj.colsurfa.2023.132467&partnerID=40&md5=583fc3c04d65f06954664cc66402d6de,"Chemical Engineering Graduate Program, Rio de Janeiro State University, Brazil","E.R.A. Lima; Chemical Engineering Graduate Program, Rio de Janeiro State University, Brazil; email: lima.eduardo@uerj.br",Article,Scopus
1864,Zhang Y.; Su B.; Shao S.; Li N.; Jiao H.; Dan Y.; Zhang H.; Gao C.,57450046300; 57204881537; 57218141140; 57213399554; 57607821800; 58654426200; 57191253753; 55732503600,Geochemical behavior and source analysis of rare earth elements in intensive agriculture soils through high-resolution sampling,2023,Science of the Total Environment,1.0,10.1016/j.scitotenv.2023.167777,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174437749&doi=10.1016%2fj.scitotenv.2023.167777&partnerID=40&md5=35fac9d8aed9bc93ca67e6e5e511ee76,"School of Geography and Ocean Science, Nanjing University, Nanjing, 210023, China; School of Marine Science and Engineering, Nanjing Normal University, Nanjing, 210023, China; School of Resource and Environment, Henan University of Engineering, Henan, Zhengzhou, 451191, China","C. Gao; School of Geography and Ocean Science, Nanjing University, Nanjing, 210023, China; email: chgao@nju.edu.cn",Article,Scopus
1865,Zartarian V.G.; Xue J.; Gibb-Snyder E.; Frank J.J.; Tornero-Velez R.; Stanek L.W.,6603046863; 7202882216; 25638030700; 57210571375; 6602777679; 37028830600,"Children's lead exposure in the U.S.: Application of a national-scale, probabilistic aggregate model with a focus on residential soil and dust lead (Pb) scenarios",2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.167132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172393704&doi=10.1016%2fj.scitotenv.2023.167132&partnerID=40&md5=a5e1f346700ba0e31b5156915e6091be,"U.S. Environmental Protection Agency, Office of Research and Development, Center for Public Health and Environmental Assessment, United States; Retired, formerly U.S. Environmental Protection Agency, Office of Research and Development, Center for Public Health and Environmental Assessment, United States; U.S. Environmental Protection Agency, Office of Research and Development, Office of Science Advisor, Policy, and Engagement, United States; U.S. Environmental Protection Agency, Office of Research and Development, Center for Computational Toxicology and Exposure, United States","E. Gibb-Snyder; U.S. Environmental Protection Agency, Office of Research and Development, Center for Public Health and Environmental Assessment, United States; email: snyder.emily@epa.gov",Article,Scopus
1866,Wang J.; Zhang L.; Xu H.; Yang K.; Jiang H.,7701338631; 57821249600; 57226419574; 57196465369; 7404466319,Migration and sedimentation of proppant and its influencing factors in a visual plate fracture model,2023,Colloids and Surfaces A: Physicochemical and Engineering Aspects,0.0,10.1016/j.colsurfa.2023.132548,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174737822&doi=10.1016%2fj.colsurfa.2023.132548&partnerID=40&md5=10717c5044bda79e1c1310e0fffe7ce1,"Cooperative Innovation Center of Unconventional Oil and Gas, Yangtze University, Wuhan, China; Hubei Key Laboratory of Drilling and Production Engineering for Oil and Gas, Yangtze University, Wuhan, China; State Key Laboratory of Petroleum Resources and Prospecting, China University of Petroleum, Beijing, China","H. Xu; Cooperative Innovation Center of Unconventional Oil and Gas, Yangtze University, Wuhan, China; email: 202073011@yangtzeu.edu.cn",Article,Scopus
1867,Jia H.; Zhang F.; Zhu C.; Sun J.; Xie X.,58759732300; 57223356460; 57209570013; 57193566613; 16306091900,Amino-grafted water-soluble ferrimagnetic iron oxide nanoparticles with ultra-high relaxivity for dual-modal magnetic resonance imaging,2023,Colloids and Surfaces A: Physicochemical and Engineering Aspects,1.0,10.1016/j.colsurfa.2023.132594,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174340928&doi=10.1016%2fj.colsurfa.2023.132594&partnerID=40&md5=aac4c5fccc1fbdcb8641ca605961b04e,"School of Physics and New Energy, Xuzhou University of Technology, Xuzhou, 221018, China; Key Lab of MEMS of Ministry of Education, Southeast University, Nanjing, 210096, China; School of Food and Bioengineering, Xuzhou University of Technology, Xuzhou, 221018, China; College of Electronic and Information Engineering, Suzhou University of Science and Technology, Suzhou, 215009, China","H. Jia; School of Physics and New Energy, Xuzhou University of Technology, Xuzhou, 221018, China; email: jsz@xzit.edu.cn; X. Xie; Key Lab of MEMS of Ministry of Education, Southeast University, Nanjing, 210096, China; email: xxie@seu.edu.cn",Article,Scopus
1868,Zhang M.; Jiang M.; Tao X.; Wang K.; Kong J.,58679819700; 55729909300; 57386204500; 58631499100; 36666626800,Disentangled representation learning for collaborative filtering based on hyperbolic geometry,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175623285&doi=10.1016%2fj.knosys.2023.111135&partnerID=40&md5=d6f0ff7912ad7f4617340cc26a288667,"Jiangsu Provincial Engineering Laboratory of Pattern Recognition and Computational Intelligence, Jiangnan University, Wuxi, 214122, China; Key Laboratory of Advanced Process Control for Light Industry (Ministry of Education), Jiangnan University, Wuxi, 214122, China","M. Jiang; Jiangsu Provincial Engineering Laboratory of Pattern Recognition and Computational Intelligence, Jiangnan University, Wuxi, 214122, China; email: minjiang@jiangnan.edu.cn",Article,Scopus
1869,Ruv Lemes M.; Sampaio G.; Garcia-Carreras L.; Fisch G.; Alves L.M.; Bassett R.; Betts R.; Maksic J.; Shimizu M.H.; Torres R.R.; Guatura M.; Basso L.S.; Bispo P.D.C.,58010564300; 22958783000; 35490341500; 7005206400; 11939657300; 55574825700; 55206018900; 57202422076; 55972241300; 36620492300; 57222628429; 36626950500; 36154348200,Impacts on South America moisture transport under Amazon deforestation and 2 °C global warming,2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.167407,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173571478&doi=10.1016%2fj.scitotenv.2023.167407&partnerID=40&md5=cff49bc0642e94dc36573b876b1c71c5,"General Coordination of Earth Science (CGCT), National Institute for Space Research (INPE), São Paulo, São José dos Campos, Brazil; University of Manchester (UoM), School of Earth and Environmental Sciences, Manchester, United Kingdom; University of Manchester (UoM), Geography Department, Manchester, United Kingdom; University of Taubaté (UNITAU), Agronomy Department, São Paulo, Taubaté, Brazil; Met Office Hadley Centre, Exeter, United Kingdom; Federal University of Itajubá (UNIFEI), Itajubá, Brazil; Max Plank Institute for Biogeochemistry, Jena, Germany","M. Ruv Lemes; General Coordination of Earth Science (CGCT), National Institute for Space Research (INPE), São José dos Campos, São Paulo, Brazil; email: murilo.ruv@gmail.com",Article,Scopus
1870,König-Haagen A.; Faden M.; Diarce G.,56734531500; 57196401395; 55217620200,A CFD results-based reduced-order model for latent heat thermal energy storage systems with macro-encapsulated PCM,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174141307&doi=10.1016%2fj.est.2023.109235&partnerID=40&md5=4fcd9df991f85619713e612cbc96aa6d,"ENEDI Research Group, Department of Energy Engineering, Faculty of Engineering of Bilbao, University of the Basque Country UPV/EHU, Bilbao, Spain; Chair of Engineering Thermodynamics and Transport Processes (LTTT), Center of Energy Technology (ZET), University of Bayreuth, Bayreuth, Germany","G. Diarce; ENEDI Research Group, Department of Energy Engineering, Faculty of Engineering of Bilbao, University of the Basque Country UPV/EHU, Bilbao, Spain; email: gonzalo.diarce@ehu.es",Article,Scopus
1871,Guo J.; Sun Y.; Tee C.A.T.; Liu C.; Bai S.; Huang Y.; Zhao M.; Song L.; Zheng Y.,57990831500; 57426196100; 57211351245; 57221260040; 57991108100; 8575481700; 55477787400; 36141912600; 7404837695,The movement pattern of particles on the surface of liquid marble during rupture based on the DIC algorithm,2023,Colloids and Surfaces A: Physicochemical and Engineering Aspects,0.0,10.1016/j.colsurfa.2023.132546,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173576092&doi=10.1016%2fj.colsurfa.2023.132546&partnerID=40&md5=696bad5ff599d3d289208d784e6e524f,"State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, Tianjin, 300072, China; Department of Electrical Engineering, Faculty of Engineering, University of Malaya, Kuala Lumpur, 50603, Malaysia; Centre of Advanced Research Enabler Facility and Multi-Dimensional Micro-Nano System, Devices and Cross-Disciplined Research Lab, Faculty of Engineering, University of Malaya, Kuala Lumpur, 50603, Malaysia","Y. Zheng; State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, Tianjin, 300072, China; email: zhengyelongby@tju.edu.cn",Article,Scopus
1872,Bar A.; Shapira B.; Rokach L.,55849976700; 7004315829; 9276243500,Context aware Markov chains models,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175045964&doi=10.1016%2fj.knosys.2023.111083&partnerID=40&md5=cdb28604ae079a7b85dd34a818411cdc,"Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, P.O. Box 653, Beer-Sheva, Israel","A. Bar; Department of Software and Information Systems Engineering, Ben-Gurion University of the Negev, Beer-Sheva, P.O. Box 653, Israel; email: arielba@post.bgu.ac.il",Article,Scopus
1873,Fu Z.; Wang Z.; Xu X.; Yang M.; Chi Z.; Ding W.,58069243600; 56140395600; 57282795200; 57326810800; 57223049034; 57191365188,Semantic alignment with self-supervision for class incremental learning,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175171440&doi=10.1016%2fj.knosys.2023.111114&partnerID=40&md5=5c5c145a533f050afd06361994c3c89d,"Key Laboratory of Smart Manufacturing in Energy Chemical Process, Ministry of Education, East China University of Science and Technology, Shanghai, 200237, China; Department of Computer Science and Engineering, East China University of Science and Technology, Shanghai, 200237, China","Z. Wang; Department of Computer Science and Engineering, East China University of Science and Technology, Shanghai, 200237, China; email: wangzhe@ecust.edu.cn",Article,Scopus
1874,Liu D.; Gao X.; Huang X.; Fan Y.; Wang Y.-E.; Zhang Y.; Chen X.; Wen J.; He H.; Hong Y.; Liang Y.; Zhang Y.; Liu Z.; Chen S.; Li X.,58603652900; 57214151686; 57209457347; 57966678700; 58627787100; 57209141429; 58627247200; 58024182300; 57208924160; 57208924703; 57149123000; 57306296000; 57148929600; 36008280600; 58611546100,Moderate altitude exposure impacts host fasting blood glucose and serum metabolome by regulation of the intestinal flora,2023,Science of the Total Environment,1.0,10.1016/j.scitotenv.2023.167016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172885174&doi=10.1016%2fj.scitotenv.2023.167016&partnerID=40&md5=37cf204fc5c7a7cd87f736baa154006b,"Department of Emergency Medicine, Guangdong Provincial People's Hospital, (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China; Department of Endocrinology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, China; Nyingchi People's Hospital, Tibet, China; School of Medicine, South China University of Technology, Guangzhou, China; Biotree Metabolomics Technology Research Center, Shanghai, China; Emergency Medicine Department of Guangdong Cardiovascular Institute, Guangzhou, China; Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Guangdong-Hong Kong Joint Laboratory for RNA Medicine, Medical Research Center, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, China; Nanhai Translational Innovation Center of Precision Immunology, Sun Yat-Sen Memorial Hospital, Foshan, China","X. Li; Department of Emergency Medicine, Guangdong Provincial People's Hospital, (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China; email: sylixin@scut.edu.cn; S. Chen; Guangdong Provincial Key Laboratory of Malignant Tumor Epigenetics and Gene Regulation, Guangdong-Hong Kong Joint Laboratory for RNA Medicine, Medical Research Center, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, China; email: chensf26@mail.sysu.edu.cn; Z. Liu; Biotree Metabolomics Technology Research Center, Shanghai, China; email: liuzhipeng@biotree.cn",Article,Scopus
1875,Liu Y.; Sun G.; Liu X.,58647697100; 58647869900; 50961399500,Remaining useful life prediction of lithium-ion batteries based on peak interval features and deep learning,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174159221&doi=10.1016%2fj.est.2023.109308&partnerID=40&md5=faed794fb1776aac12460cdf1b7bbeb2,"Shanghai University of Engineering Science, 333 Longteng Road, Shanghai, 201600, China","X. Liu; Shanghai University of Engineering Science, Shanghai, 333 Longteng Road, 201600, China; email: xuewen2018@126.com",Article,Scopus
1876,Gulhan H.; Cosenza A.; Mannina G.,57219097670; 36995302400; 15064280900,Modelling greenhouse gas emissions from biological wastewater treatment by GPS-X: The full-scale case study of Corleone (Italy),2023,Science of the Total Environment,1.0,10.1016/j.scitotenv.2023.167327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173065925&doi=10.1016%2fj.scitotenv.2023.167327&partnerID=40&md5=abcf9a4e41f13390231f5bea03cbd1cf,"Engineering Department, Palermo University, Viale delle Scienze, Build. 8, Palermo, 90128, Italy; Environmental Engineering Department, Civil Engineering Faculty, Istanbul Technical University, Ayazaga Campus, Maslak, Istanbul, 34469, Turkey","A. Cosenza; Engineering Department, Palermo University, Palermo, Viale delle Scienze, Build. 8, 90128, Italy; email: alida.cosenza@unipa.it",Article,Scopus
1877,Lin A.F.; Wotherspoon L.,57215564171; 35281084700,The use of global versus region-specific data for the prediction of co-seismic landslides,2023,Engineering Geology,0.0,10.1016/j.enggeo.2023.107335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175731424&doi=10.1016%2fj.enggeo.2023.107335&partnerID=40&md5=919b7f986f7dab2865e60f859a06bf23,"Department of Civil and Environmental Engineering, University of Auckland, 20 Symonds Street, Auckland, 1010, New Zealand","A.F. Lin; Department of Civil and Environmental Engineering, University of Auckland, Auckland, 20 Symonds Street, 1010, New Zealand; email: amelia.lin@auckland.ac.nz",Article,Scopus
1878,Wu H.; Tu X.; Chen X.; Singh V.P.; Alfonso L.; Lin K.; Liu Z.; Lai R.,57203880811; 49862215600; 57056609200; 57211219633; 35796956100; 27171116700; 57191691493; 57385570600,A framework for water supply regulation in coastal areas by avoiding saltwater withdrawal considering upstream streamflow distribution,2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.167181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173573423&doi=10.1016%2fj.scitotenv.2023.167181&partnerID=40&md5=f5295aa3aa1d1ae1920fcdebe6b336bb,"Center of Water Resources and Environment, School of Civil Engineering, Sun Yat-sen University, Guangzhou, 510275, China; Center of Water Security Engineering and Technology in Southern China of Guangdong, Guangzhou, 510275, China; Guangdong Laboratory of Southern Ocean Science and Engineering, Zhuhai, 519000, China; Department of Biological and Agricultural Engineering, Texas A&M University, 2117 TAMU, College Station, 77843, TX, United States; Zachry Department of Civil & Environmental Engineering, Texas A&M University, 2117 TAMU, College Station, 77843, TX, United States; National Water & Energy Center, UAE University, Al Ain, United Arab Emirates; Department of Hydroinformatics and Socio-technical Innovation, IHE Delft Institute for Water Education, Westvest 7, Delft, 2611AX, Netherlands","X. Tu; Center of Water Resources and Environment, School of Civil Engineering, Sun Yat-sen University, Guangzhou, 510275, China; email: eestxj@mail.sysu.edu.cn",Article,Scopus
1879,Huang M.; Chen H.; Mi Y.; Luo C.; Horng S.-J.; Li T.,58450708300; 35177368300; 57222105915; 55624117700; 35585485600; 7406372548,Joint sparse latent representation learning and dual manifold regularization for unsupervised feature selection,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175161475&doi=10.1016%2fj.knosys.2023.111105&partnerID=40&md5=70e6f0652912391cfab1f1d317fbd9e9,"School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, 611756, China; National Engineering Laboratory of Integrated Transportation Big Data Application Technology, Southwest Jiaotong University, Chengdu, 611756, China; Engineering Research Center of Sustainable Urban Intelligent Transportation, Ministry of Education, Chengdu, 611756, China; Manufacturing Industry Chains Collaboration and Information Support Technology Key Laboratory of Sichuan Province, Southwest Jiaotong University, Chengdu, 611756, China; College of Computer Science, Sichuan University, Chengdu, 610065, China; Department of Computer Science and Information Engineering, Asia University, Taichung, 41354, Taiwan; Department of Medical Research, China Medical University Hospital, China Medical University, Taichung, 404327, Taiwan","H. Chen; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, 611756, China; email: hmchen@swjtu.edu.cn",Article,Scopus
1880,Tang A.-M.; Peng C.; Tang N.,58640030900; 58639600600; 9636066900,Semiparametric normal transformation joint model of multivariate longitudinal and bivariate time-to-event data,2023,Statistics in Medicine,1.0,10.1002/sim.9923,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173753471&doi=10.1002%2fsim.9923&partnerID=40&md5=45ade60bf9afc40ebc67d7a68174b59b,"Yunnan Key Laboratory of Statistical Modeling and Data Analysis, Yunnan University, Yunnan, China","N. Tang; Yunnan Key Laboratory of Statistical Modeling and Data Analysis, Yunnan University, Kunming, 650091, China; email: nstang@ynu.edu.cn",Article,Scopus
1881,Ahmadfard M.; Bernier M.,55486111800; 7102843645,Simulation of borehole thermal energy storage (BTES) systems using simplified methods,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109240,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175241836&doi=10.1016%2fj.est.2023.109240&partnerID=40&md5=92d8e1588d3cef86dd6e32ff476044af,"Polytechnique Montréal, Department of Mechanical Engineering, Montréal, Canada","M. Bernier; Polytechnique Montréal, Department of Mechanical Engineering, Montréal, Canada; email: michel.bernier@polymtl.ca",Article,Scopus
1882,Zheng Q.; Yin X.; Zhang D.,57221840567; 57218221637; 57034330100,State-space modeling for electrochemical performance of Li-ion batteries with physics-informed deep operator networks,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174440304&doi=10.1016%2fj.est.2023.109244&partnerID=40&md5=4d6ca8b63d030aa01b77ad29c8ea0924,"Eastern Institute for Advanced Study, Eastern Institute of Technology, Zhejiang, Ningbo, 315200, China; Department of Mechanical Engineering, The Hong Kong Polytechnic University, Hung Hom, Hong Kong SAR, Kowloon, Hong Kong; School of Environmental Science and Engineering, Southern University of Science and Technology, Guangdong, Shenzhen, 518055, China; Department of Mathematics and Theories, Peng Cheng Laboratory, Guangdong, Shenzhen, 518000, China; Department of Automation, University of Science and Technology of China, Anhui, Hefei, 230027, China","D. Zhang; School of Environmental Science and Engineering, Southern University of Science and Technology, Shenzhen, Guangdong, 518055, China; email: zhangdx@sustech.edu.cn",Article,Scopus
1883,Du Y.; Li Y.; Zhao X.; Yao Y.; Wang B.; Zhang L.; Wang G.; Ni J.,57217041251; 57192526311; 57954102800; 57204080831; 58364934900; 56008603000; 20735852900; 58789095000,Psilocybin facilitates fear extinction in mice by promoting hippocampal neuroplasticity,2023,Chinese Medical Journal,5.0,10.1097/CM9.0000000000002647,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175071793&doi=10.1097%2fCM9.0000000000002647&partnerID=40&md5=e87dcd1493eb04e39f9132a7ca1ab13f,"Department of Anesthesiology, Beijing Tongren Hospital, Capital Medical University, Beijing, 100730, China; Beijing Institute of Pharmacology and Toxicology, State Key Laboratory of Toxicology and Medical Countermeasures, Beijing Key Laboratory of Neuropsychopharmacology, Beijing, 100850, China; Beijing Institute of Basic Medical Sciences, Beijing, 100850, China; Key Laboratory of Microecology-Immune Regulatory Network and Related Diseases, Basic Medical College of Jiamusi University, Heilongjiang, Jiamusi, 154000, China","L. Zhang; Beijing Institute of Pharmacology and Toxicology, State Key Laboratory of Toxicology and Medical Countermeasures, Beijing Key Laboratory of Neuropsychopharmacology, Beijing, 27, Taiping Road, Haidian District, 100850, China; email: zhanglm0308@163.com",Article,Scopus
1884,Peng B.; Zhou Z.; Cai W.; Li M.; Xu L.; He N.,58481916100; 57198734736; 57418876400; 57148846000; 57212028082; 8701261200,Maximum potential of vegetation carbon sink in Chinese forests,2023,Science of the Total Environment,2.0,10.1016/j.scitotenv.2023.167325,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172370560&doi=10.1016%2fj.scitotenv.2023.167325&partnerID=40&md5=c969d92423472519ae5470d33fe0f631,"School of Ecology and Nature Conservation, Beijing Forestry University, Beijing, 100083, China; Key Laboratory of Ecosystem Network Observation and Modeling, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, 100101, China; College of Resources and Environment, University of Chinese Academy of Sciences, Beijing, 100049, China; Earth Critical Zone and Flux Research Station of Xing'an Mountains, Chinese Academy of Sciences, Daxing'anling, 165200, China; Center for Ecological Research, Northeast Forestry University, Harbin, 150040, China","Z. Zhou; School of Ecology and Nature Conservation, Beijing Forestry University, Beijing, 100083, China; email: zhiyong@bjfu.edu.cn; N. He; Key Laboratory of Ecosystem Network Observation and Modeling, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, 100101, China; email: henp@igsnrr.ac.cn",Article,Scopus
1885,Di C.; Li F.; Xu P.; Guo Y.; Chen C.; Shu M.,57203744671; 57190281896; 57578959600; 58736168600; 58119239700; 24832189100,Learning automata-accelerated greedy algorithms for stochastic submodular maximization,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175145709&doi=10.1016%2fj.knosys.2023.111118&partnerID=40&md5=9d4c6833799294aa836cb76ea9cbeb33,"Shandong Artificial Intelligence Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, 250014, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, 200240, China; Department of Computer Science, North China University of Technology, Beijing, 100144, China","M. Shu; Shandong Artificial Intelligence Institute, Qilu University of Technology (Shandong Academy of Sciences), Jinan, 250014, China; email: shuml@sdas.org",Article,Scopus
1886,Du M.; Jiao P.; Tang H.; Zhang W.; Wu J.,58295336900; 56472451800; 57386246100; 57219297108; 55200630400,Role-oriented representation learning via fusioning local and higher-order feature,2023,Knowledge-Based Systems,0.0,10.1016/j.knosys.2023.111115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175456436&doi=10.1016%2fj.knosys.2023.111115&partnerID=40&md5=2e33a3db8b9b5cd5bdb92ae039d83a1c,"School of Cyberspace, Hangzhou Dianzi University, Hangzhou, 310018, China; College of Intelligence and Computing, Tianjin University, Tianjin, 300350, China; School of Management, Hangzhou Dianzi University, Hangzhou, 310018, China","H. Tang; School of Cyberspace, Hangzhou Dianzi University, Hangzhou, 310018, China; email: tanghuijune@hdu.edu.cn",Article,Scopus
1887,Liu C.; Li X.; Chen Y.; Wei C.; Liu X.; Li K.,57666444900; 56298645600; 55257990400; 57205533478; 56797022700; 58494098400,Real-time energy management strategy for fuel cell/battery vehicle based on speed prediction DP solver model predictive control,2023,Journal of Energy Storage,1.0,10.1016/j.est.2023.109288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174162722&doi=10.1016%2fj.est.2023.109288&partnerID=40&md5=fa81d7e78f5276170b5c28879250f2be,"Tianjin Key Laboratory of Power Transmission and Safety Technology for New Energy Vehicles, School of Mechanical Engineering, Hebei University of Technology, Tianjin, 300130, China; State Key Laboratory of Reliability and Intelligence of Electrical Equipment, Hebei University of Technology, Tianjin, 300130, China","X. Li; Tianjin Key Laboratory of Power Transmission and Safety Technology for New Energy Vehicles, School of Mechanical Engineering, Hebei University of Technology, Tianjin, 300130, China; email: xiaoyu_li187@163.com; ",Article,Scopus
1888,Xu Z.; Lv Z.; Chu B.; Li J.,57224214839; 57219119913; 58677037100; 56034151000,Fast autoregressive tensor decomposition for online real-time traffic flow prediction,2023,Knowledge-Based Systems,3.0,10.1016/j.knosys.2023.111125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175545646&doi=10.1016%2fj.knosys.2023.111125&partnerID=40&md5=9c20429c5af562918b5a2c5762c6f0f4,"College of Computer Science and Technology, Qingdao University, Qingdao, 266070, China; Institute of Ubiquitous Networks and Urban Computing, Qingdao University, Qingdao, 266071, China","J. Li; College of Computer Science and Technology, Qingdao University, Qingdao, 266070, China; email: lijianbo@ubinet.cn",Article,Scopus
1889,Bharatee A.; Ray P.K.; Ghosh A.,57216823241; 35447139400; 57193263556,Power distribution technique and small-signal modeling of grid-integrated solar PV system with hybrid energy storage systems,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174338944&doi=10.1016%2fj.est.2023.109316&partnerID=40&md5=70201cde7923fdd487d67f2aa734d191,"National Institute of Technology Rourkela, India","P.K. Ray; National Institute of Technology Rourkela, India; email: rayp@nitrkl.ac.in",Article,Scopus
1890,Da Col A.; Bentivoglio F.; Garcia P.; Stutz B.,58637524200; 15749940000; 57197004985; 6701641517,Modelling a latent heat thermal storage demonstrator and identification of the model key-parameters,2023,Journal of Energy Storage,0.0,10.1016/j.est.2023.109239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173607454&doi=10.1016%2fj.est.2023.109239&partnerID=40&md5=eb4769b09a076b2989e6477b23dc00fe,"Univ. Grenoble Alpes, CEA, LITEN, DTCH, Grenoble, 38000, France; LOCIE Laboratory, Université Savoie Mont-Blanc, CNRS, UMR 5271, Le Bourget-du-Lac, 73370, France","F. Bentivoglio; Univ. Grenoble Alpes, CEA, LITEN, DTCH, Grenoble, 38000, France; email: fabrice.bentivoglio@cea.fr",Article,Scopus
1891,Zhang C.; Zhu S.; Wang D.; Lei C.; Zhao Y.,56097423900; 58184858600; 57221864485; 36246334900; 57548895400,Phase field modeling of lithium deposition in porous lithium metal anodes,2023,Journal of Energy Storage,1.0,10.1016/j.est.2023.109279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173804482&doi=10.1016%2fj.est.2023.109279&partnerID=40&md5=a788fc8af66ef1127404304dc6a8b608,"The Institute of Technological Sciences, Wuhan University, Wuhan, 430072, China; Chengdu Jiaxiang Foreign Languages School, Chengdu, 610011, China; College of Materials Science and Engineering, Sichuan University, Chengdu, 610065, China","D. Wang; The Institute of Technological Sciences, Wuhan University, Wuhan, 430072, China; email: wangdu@whu.edu.cn; Y. Zhao; College of Materials Science and Engineering, Sichuan University, Chengdu, 610065, China; email: yan2000@whu.edu.cn",Article,Scopus
1892,Bangelesa F.; Pollinger F.; Sponholz B.; Mapatano M.A.; Hatløy A.; Paeth H.,57216658157; 36552965700; 6507131387; 23089202200; 6603299952; 6602300399,"Statistical-dynamical modeling of the maize yield response to future climate change in West, East and Central Africa using the regional climate model REMO",2023,Science of the Total Environment,0.0,10.1016/j.scitotenv.2023.167265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173563802&doi=10.1016%2fj.scitotenv.2023.167265&partnerID=40&md5=dc375decc071d48ad92c2294a517812c,"Institute of Geography and Geology, University of Würzburg, Germany; Kinshasa School of Public Health, University of Kinshasa, Kinshasa, Democratic Republic Congo; Fafo Institute for Labour and Social Research, Oslo, Norway; Centre for International Health, University of Bergen, Bergen, Norway","F. Bangelesa; Institute of Geography and Geology, University of Würzburg, Würzburg, Am Hubland, 97070, Germany; email: freddy.bangelesa@uni-wuerzburg.de",Article,Scopus
